정류소명,정류소아이디,총승차건수,총하차건수,승차건수(카드),하차건수(카드),승차건수(현금),일평균승하차건수
계산역,41426,32359,20775,32359,20775,0,1771
계산역,41431,22960,31878,22960,31878,0,1827
계산우체국,41430,9916,12334,9916,12334,0,741
계산주공아파트,41423,11941,13858,11934,13858,7,859
계산중학교,41577,192,36,192,36,0,7
계양1동주민자치센터,41476,6585,1670,6585,1670,0,275
계양1동주민자치센터,41520,651,6982,651,6982,0,254
계양3동행정복지센터,41525,646,934,646,934,0,52
계양3동행정복지센터,41526,786,533,786,533,0,43
계양CGV,41140,3799,3550,3799,3550,0,244
계양경찰서,41184,9570,8363,9570,8363,0,597
계양경찰서,41185,6010,9002,6010,9002,0,500
계양경찰서,41195,20801,5096,20758,5096,43,863
계양경찰서·계양구청,41194,4307,17364,4295,17364,12,722
계양구의회,41123,4784,4765,4784,4765,0,318
계양구의회,41124,5202,5050,5202,5050,0,341
계양구청,41177,4303,4052,4303,4052,0,278
계양구청,41180,6628,9631,6625,9631,3,541
계양구청,41188,3419,1558,3415,1558,4,165
계양구청,41197,9,2751,9,2751,0,92
계양구청앞,41204,8492,4531,8469,4531,23,434
계양도서관,41251,4922,8660,4911,8660,11,452
계양문화회관,41248,1748,1099,1748,1099,0,94
계양문화회관,41255,2467,4433,2467,4433,0,230
계양산성박물관,41285,1201,1785,1201,1785,0,99
계양산성박물관,41286,942,1757,942,1757,0,89
계양산장미원 입구(계산동자연풀장),41186,1324,1203,1324,1203,0,84
계양산장미원 입구(계산동자연풀장),41189,784,1636,784,1636,0,80
계양산전통시장,41297,763,4830,760,4830,3,186
계양산전통시장,41298,4740,1577,4736,1577,4,210
계양산전통시장,41306,15792,16367,15778,16367,14,1071
계양산지구대,41281,955,1468,955,1468,0,80
계양산지구대,41282,1062,1359,1062,1359,0,80
계양새마을금고,41094,1488,1725,1483,1725,5,107
계양새마을금고,41097,1790,2222,1770,2222,20,133
계양세무서,41054,1528,994,1520,994,8,84
계양세무서,41058,885,1466,881,1466,4,78
계양센트레빌1단지,41550,4392,4480,4392,4480,0,295
계양센트레빌1단지,41627,952,267,952,267,0,40
계양센트레빌1단지,41628,96,892,96,892,0,32
계양센트레빌1단지(111동앞),41551,6047,4555,6047,4555,0,353
계양센트레빌2단지,41625,253,867,253,867,0,37
계양여성회관,41404,4019,4068,4019,4068,0,269
계양역,41357,182131,70955,182121,70955,10,8436
계양역,41358,60228,141200,60222,141200,6,6714
계양역(귤현역방면),41659,6265,239,6265,239,0,216
계양임광그대가아파트,41118,3975,246,3964,246,11,140
계양종합사회복지관,41120,491,1127,491,1127,0,53
계양종합사회복지관,41121,1287,584,1287,584,0,62
계양중학교,41340,2322,763,2317,763,5,102
계양중학교,41341,1504,6060,1504,6060,0,252
계양체육관(벨로드롬경기장),41666,352,1156,352,1156,0,50
계양체육관(아시아드양궁장),41454,520,642,520,642,0,38
계양체육관(아시아드양궁장),41455,2006,764,2006,764,0,92
계양체육관(아시아드양궁장),41567,3076,923,3076,923,0,133
계양체육관(아시아드양궁장),41568,957,4936,957,4936,0,196
계양체육관(효성해링턴플레이스),41440,3750,1175,3750,1175,0,164
계양체육관.대동아파트,41173,67,1696,67,1696,0,58
계양효성해링턴플레이스,41669,69,1709,69,1709,0,59
고구1리입구,90006,36,1,35,1,1,1
고구1리입구,90007,4,33,4,33,0,1
고구2리마을회관입구,90014,0,54,0,54,0,1
고구2리마을회관입구,90015,44,0,43,0,1,1
고구저수지,90008,4,9,4,9,0,0
고구저수지,90009,19,2,19,2,0,0
고구촌,90012,0,32,0,32,0,1
고구촌,90013,42,1,42,1,0,1
고능2리 종점,90372,20,8,17,8,3,0
고능2리능촌마을회관,90371,0,7,0,7,0,0
고능리공소,90208,94,104,94,104,0,6
고능리입구,43291,0,56,0,56,0,1
고능리입구,43534,64,0,63,0,1,2
고다니마을9단지,80362,97,112,97,112,0,6
고려산업,39486,627,1079,627,1079,0,56
고려양행,39111,1088,1501,1088,1501,0,86
고려저수지입구,43249,43,95,43,95,0,4
고려저수지입구,43486,73,28,73,28,0,3
고비고개정상,43569,11,2,11,2,0,0
고비고개정상,43844,0,22,0,22,0,0
고산마을입구,90016,2,19,1,19,1,0
고산마을입구,90017,13,2,13,2,0,0
고산촌,43544,179,65,177,65,2,8
고산촌,43779,94,124,91,124,3,7
고상골,43269,6,87,6,87,0,3
고상골,43382,73,5,73,5,0,2
고상골입구,43266,140,10,139,10,1,5
고상골입구,43552,10,114,9,114,1,4
고속터미널,31017,12782,343,12782,343,0,437
고속터미널,31018,470,19889,470,19889,0,678
고시기(가재골),43770,7,1,7,1,0,0
고시기(가재골),90126,0,4,0,4,0,0
고염나무골,35473,30,235,30,235,0,8
고염나무골,35474,231,17,229,17,2,8
고인돌입구,43550,4,16,4,16,0,0
고인돌체육관앞,90045,163,570,160,570,3,24
고인돌체육관앞,90046,579,187,552,187,27,25
고잔고등학교,39691,313,2355,313,2355,0,88
고잔마을,43284,91,0,89,0,2,3
고잔마을,43532,2,53,2,53,0,1
고창마을.KCC,80328,386,175,386,175,0,18
고창촌,43076,53,113,53,113,0,5
고창촌입구,43166,7,1,7,1,0,0
고창촌입구,43345,2,15,2,15,0,0
고천3리마을회관,43341,120,5,118,5,2,4
고천3리마을회관,43574,6,87,5,87,1,3
고천5리마을회관,90341,5,0,5,0,0,0
고천5리마을회관,90345,0,7,0,7,0,0
고천교,43339,39,78,37,78,2,3
고천교,43849,124,5,120,5,4,4
고천당,90420,3,9,3,9,0,0
고천당,90421,21,1,20,1,1,0
고촌역,80061,3292,823,3292,823,0,137
고촌역,80062,957,5953,957,5953,0,230
고합아파트,70036,251,122,251,122,0,12
고향산천,43464,11,12,11,12,0,0
고향산천,43610,13,29,13,29,0,1
곡촌,43427,23,22,22,22,1,1
곡촌,43457,61,17,61,17,0,2
곡촌,43789,37,31,34,31,3,2
곡촌,43816,14,79,13,79,1,3
곤능,43197,2,86,2,86,0,2
곤능,43319,49,1,46,1,3,1
골드클래스,42936,141,872,141,872,0,33
공개마을,90195,47,2,47,2,0,1
공개마을,90196,3,21,3,21,0,0
공구상가,36092,401,1800,400,1800,1,73
공구상가.간동입구,80021,1085,126,1079,126,6,40
공군8547부대앞,35718,90,93,90,93,0,6
공군8547부대앞,35719,3,163,3,163,0,5
공군회관,19255,99,0,99,0,0,3
공군회관,20107,8,273,8,273,0,9
공단공구상가,92048,0,27,0,27,0,0
공단공원앞,42739,186,298,186,298,0,16
공단공원앞,42740,305,94,305,94,0,13
공단본부,42270,219,679,219,679,0,29
공단본부,42756,2643,669,2643,669,0,110
공단본부,42757,709,2441,709,2441,0,105
공단사거리,42995,7,1072,7,1072,0,35
공단사거리,42996,1754,5,1754,5,0,58
공단사거리,89069,35,263,35,263,0,9
공단사거리,89070,256,591,256,591,0,28
공단소방서,39062,1438,3531,1438,3531,0,165
공단시장,37426,2545,5079,2545,5079,0,254
공단시장,37427,7309,3622,7309,3622,0,364
공단오거리,40565,1908,697,1908,697,0,86
공단오거리,40566,387,2448,387,2448,0,94
공단유통상가,42940,26,1132,26,1132,0,38
공단유통상가,42941,1076,32,1076,32,0,36
공단자동차,42022,1570,1979,1570,1979,0,118
공단치안센터,37444,1441,897,1441,897,0,77
공단치안센터,37445,339,1560,339,1560,0,63
공단회관,39119,1360,3624,1360,3624,0,166
공단회관,39123,3097,1366,3097,1366,0,148
공덕오거리,14149,391,3,391,3,0,13
공설운동장,43091,24,560,24,560,0,19
공설운동장,43092,242,130,240,130,2,12
공수부대입구,92069,79,77,79,77,0,5
공숙입구,43290,55,111,55,111,0,5
공숙입구,43490,62,110,62,110,0,5
공영산업,89148,18,830,18,830,0,28
공작아파트,39479,1982,3653,1976,3653,6,187
공작아파트,39480,3091,4632,3085,4632,6,257
공장단지입구,42555,262,103,262,103,0,12
공촌마을,42323,4653,3020,4650,3020,3,255
공촌마을,42598,2588,4135,2574,4135,14,224
공촌사거리,42324,20175,11117,20175,11117,0,1043
공촌사거리,42330,16261,18070,16254,18070,7,1144
공촌사거리,42331,950,750,949,750,1,56
공촌사거리(한국아파트),42322,3776,5249,3776,5249,0,300
공촌유수지체육공원,89478,222,1261,222,1261,0,49
공촌유수지체육공원,89479,665,203,665,203,0,28
공촌정수장,42340,143,90,143,90,0,7
공촌정수장,42341,83,276,83,276,0,11
공촌천,89539,22,49,22,49,0,2
공항고등학교,35116,2199,770,2199,770,0,98
공항고속도로진입(미정차),35644,1,0,1,0,0,0
공항교회앞,35123,1691,2133,1691,2133,0,127
공항신도시(메디컬사거리),35258,780,1882,780,1882,0,88
공항중학교,35117,1220,1220,1220,1220,0,81
공항초등학교,35087,92,404,92,404,0,16
관곡마을,90104,0,14,0,14,0,0
관곡마을,90105,29,0,29,0,0,0
관광밸트입구,43874,0,1,0,1,0,0
관교노인복지관·승학초등학교,37679,1478,1954,1477,1954,1,114
관교여자중학교,37226,8656,8170,8638,8170,18,560
관교여자중학교,37229,2441,2325,2434,2325,7,158
관교여자중학교,37231,3228,3141,3215,3141,13,212
관교중학교,37200,403,918,401,918,2,44
관교중학교(약수터),37202,4401,6736,4383,6736,18,371
관교중학교(약수터),37203,10070,6001,10041,6001,29,535
관리공단본부,42720,546,88,546,88,0,21
관창마을,35252,1685,978,1685,978,0,88
관창마을,35253,1876,2297,1876,2297,0,139
광명아파트,37434,13347,6078,13347,6078,0,647
광명아파트,39348,6933,13370,6933,13370,0,676
광명아파트,39835,8,814,8,814,0,27
광명아파트,40590,2427,929,2427,929,0,111
광명아파트,40817,7557,1622,7557,1622,0,305
광명아파트,41096,758,2327,758,2327,0,102
광명아파트,41098,2469,891,2469,891,0,112
광명아파트,41108,13875,19825,13875,19825,0,1123
광명아파트,41448,2456,8378,2451,8378,5,361
광명역IC출입(미정차),53042,9,0,9,0,0,0
광명항,35708,60,2,60,2,0,2
광명항,35714,2384,1782,2372,1782,12,138
광명항(샘꾸미),35730,222,154,215,154,7,12
광성보,43674,95,87,90,87,5,6
광성오리,43128,2,1,2,1,0,0
광성오리,43862,2,20,2,20,0,0
광일아파트,40855,3529,1077,3529,1077,0,153
광일아파트,40874,1970,3589,1970,3589,0,185
교대역,31013,20613,20526,20613,20526,0,1371
교대입구,41141,1922,3049,1922,3049,0,165
교대입구,41142,3078,2050,3078,2050,0,170
교대후문,41362,1149,420,1149,420,0,52
교대후문,41363,294,2244,294,2244,0,84
교동중고후문,90024,0,49,0,49,0,1
교동중고후문,90025,62,14,60,14,2,2
교보생명,37357,29622,109409,29619,109409,3,4634
교산교회,43496,40,20,38,20,2,2
교산교회,43719,3,15,3,15,0,0
교산리입구,43694,18,27,17,27,1,1
교산리입구,43748,35,22,31,22,4,1
교산상회앞,43494,8,12,8,12,0,0
교산상회앞,43715,5,4,4,4,1,0
교육개발원입구,31005,769,11,769,11,0,26
교육개발원입구,31006,22,797,22,797,0,27
교통방송사거리,37538,913,2772,911,2772,2,122
교통방송사거리,37539,423,1187,423,1187,0,53
교통연수원,41191,825,2550,825,2550,0,112
교통연수원,41192,2625,1473,2625,1473,0,136
교회앞,43216,24,13,24,13,0,1
교회앞,43309,12,21,12,21,0,1
교회앞,43430,11,8,11,8,0,0
교회앞,43818,12,19,12,19,0,1
교회앞,90338,3,23,3,23,0,0
교회앞,90348,13,0,13,0,0,0
구검문소,43196,0,69,0,69,0,2
구검문소,43622,141,0,133,0,8,4
구능재,90193,15,6,15,6,0,0
구능재,90194,5,23,5,23,0,0
구도일주유소,40902,116,1183,116,1183,0,43
구두물입구,35219,259,266,259,266,0,17
구래리,80006,548,1582,548,1582,0,71
구래리,80007,1814,563,1811,563,3,79
구래역,80337,9593,20437,9586,20437,7,1001
구래역,80338,23540,10016,23512,10016,28,1118
구렁목,43950,217,4,217,4,0,7
구렁목,43951,8,153,8,153,0,5
구름다리,35735,62,375,62,375,0,14
구름다리,35736,65,11,65,11,0,2
구면사무소,43823,2,3,2,3,0,0
구반포역.세화고등학교,31031,1126,35,1126,35,0,38
구봉도입구,62035,31,342,31,342,0,12
구봉도입구,62037,440,28,440,28,0,15
구북성초교,43506,3,8,3,8,0,0
구북성초교,43656,6,5,6,5,0,0
구산사거리,40233,658,392,658,392,0,35
구산사거리,40842,372,18755,367,18755,5,637
구산사거리,40843,4563,8478,4559,8478,4,434
구산중학교,40518,932,887,932,887,0,60
구선택초교,43239,4,2,4,2,0,0
구선택초교,43896,2,5,2,5,0,0
구월1동행정복지센터,39967,971,1,971,1,0,32
구월1동행정복지센터,39981,0,437,0,437,0,14
구월2동행정복지센터,39586,2916,365,2916,365,0,109
구월2동행정복지센터,39607,382,2547,382,2547,0,97
구월도매전통시장,39192,22338,16766,22304,16766,34,1303
구월도매전통시장,39193,23822,33493,23817,33493,5,1910
구월동로데오거리,39195,4794,1148,4794,1148,0,198
구월동우체국,39211,3830,12092,3830,12092,0,530
구월동팬더아파트,39237,7849,7791,7830,7791,19,521
구월동팬더아파트,39238,9064,6143,9036,6143,28,506
구월서초등학교,39204,7903,6374,7903,6374,0,475
구월서초등학교,39205,5590,5649,5590,5649,0,374
구월아시아드1단지,39912,535,2,535,2,0,17
구월아시아드1단지,39913,0,99,0,99,0,3
구월아시아드5단지정문,39883,2606,4817,2605,4817,1,247
구월아시아드5단지후문,39881,2718,3933,2708,3933,10,221
구월아시아드6단지,39885,24203,8043,24203,8043,0,1074
구월아시아드6단지,39886,7932,18126,7932,18126,0,868
구월아시아드7단지,39892,2940,4111,2939,4111,1,235
구월아시아드8단지,39891,5383,2177,5379,2177,4,252
구월아시아드8단지,39948,66,557,66,557,0,20
구월아시아드8단지,39949,86,179,86,179,0,8
구월아시아드선수촌센트럴자이,39884,3948,2443,3947,2443,1,213
구월아시아드선수촌아파트,39202,899,699,899,699,0,53
구월아시아드선수촌아파트,39203,824,1927,824,1927,0,91
구월아시아드은빛호수공원,39914,9239,6328,9239,6328,0,518
구월아시아드은빛호수공원,39915,7458,6812,7457,6812,1,475
구월우체국,39213,9027,7303,9027,7303,0,544
구월중학교,39281,28470,19259,28438,19259,32,1590
구월중학교,39286,19085,29078,19060,29078,25,1605
구월체육공원,39384,3291,5066,3287,5066,4,278
구월초등학교,39832,1603,3311,1597,3311,6,163
구월초등학교,39833,3032,2009,3029,2009,3,168
구월한내들퍼스티지,39882,4567,2080,4566,2080,1,221
구장수파출소,39375,822,648,822,648,0,49
구재이,43282,63,14,59,14,4,2
구재이,43551,1,9,1,9,0,0
구정슈퍼앞,35498,14,86,14,86,0,3
구정슈퍼앞,35587,92,19,91,19,1,3
구정정미소,90284,0,14,0,14,0,0
구정정미소,90306,7,0,6,0,1,0
구하1리입구,43259,2,38,2,38,0,1
구하1리입구,43562,137,1,130,1,7,4
구하2리마을회관,43254,77,0,77,0,0,2
구하2리마을회관,43256,89,1,89,1,0,3
구하2리마을회관,43373,0,78,0,78,0,2
구하2리마을회관,43559,0,45,0,45,0,1
국궁장앞,70151,48,204,48,204,0,8
국립생물자원관,89111,156,588,156,588,0,24
국립생물자원관입구,42741,429,536,429,536,0,32
국립인천공항검역소,35430,26,242,25,242,1,8
국립인천공항검역소,35431,31,126,31,126,0,5
국민건강보험 인천부평지사,40620,1044,3610,1039,3610,5,155
국민건강보험 인천부평지사,40621,3102,1445,3092,1445,10,151
국민건강보험남부지사,37274,12441,12011,12427,12011,14,815
국민은행,38148,1924,5557,1924,5557,0,249
국민은행,38149,5743,2219,5743,2219,0,265
국민은행연수중앙지점,38129,4170,2902,4170,2902,0,235
국민은행연수중앙지점,38571,1590,2787,1590,2787,0,145
국제금융단지,89292,8155,5357,8155,5357,0,450
국제금융단지,89293,2471,6465,2471,6465,0,297
국제성모병원,89030,490,2402,487,2402,3,96
국제성모병원,89031,2732,994,2732,994,0,124
국제성모병원(종점),89369,0,104,0,104,0,3
국제업무단지(공항청사),35026,15309,4716,15309,4716,0,667
국제업무지구역,38528,1981,3930,1981,3930,0,197
국제업무지구역5번출구,38619,2879,2314,2878,2314,1,173
국제이노베이션,37573,1,1660,1,1660,0,55
국제콘크리트,90050,117,40,116,40,1,5
국제콘크리트,90051,12,184,12,184,0,6
국제학교,38457,2696,921,2696,921,0,120
국제학교,38462,1376,2627,1376,2627,0,133
국촌,43251,52,6,49,6,3,1
국촌,43371,0,35,0,35,0,1
국화리야영장앞,43353,56,4,55,4,1,2
국화리야영장앞,43843,2,53,2,53,0,1
국화맨션,43359,1,5,1,5,0,0
국화맨션,43566,27,9,27,9,0,1
국회연수원입구,43919,0,0,0,0,0,0
국회연수원입구,43920,1,15,1,15,0,0
군인아파트,43046,144,34,144,34,0,5
군인아파트,43047,63,134,63,134,0,6
굴다리,37142,8100,50,8100,50,0,271
굴다리오거리,40231,15550,8009,15548,8009,2,785
굴다리오거리,40232,14835,21414,14814,21414,21,1208
굴다리입구,37152,7621,3756,7602,3756,19,379
굴포천,40506,2483,2923,2483,2923,0,180
굴포천,40509,3004,3936,3003,3936,1,231
굴포천역(롯데마트),40814,37991,22858,37991,22858,0,2028
굴포천역(롯데마트),40815,16973,19547,16973,19547,0,1217
굴포천역(부평농협),40507,6423,8600,6422,8600,1,500
굴포천역(부평농협),40508,9202,5831,9196,5831,6,501
굴포천역(신복사거리),40485,4095,18928,4095,18928,0,767
굴포천역(신복사거리),40498,26764,6925,26764,6925,0,1122
굴포천역(욱일아파트),40519,4306,12757,4303,12757,3,568
굴포천역(욱일아파트),40522,8327,2886,8323,2886,4,373
궁골,43346,0,5,0,5,0,0
궁골,43572,2,1,1,1,1,0
궁현사거리,37575,0,738,0,738,0,24
궁현사거리,37576,279,3,279,3,0,9
귀뚜라미보일러,42003,4,168,4,168,0,5
귀뚜라미보일러,42004,241,1,241,1,0,8
귤현감리교회,41385,1939,5561,1939,5561,0,250
귤현감리교회,41386,4052,3044,4052,3044,0,236
귤현동마을입구,41326,549,151,549,151,0,23
귤현동마을입구,41328,107,708,107,708,0,27
귤현아이파크정문,41572,1884,171,1884,171,0,68
귤현역,41331,9955,4066,9955,4066,0,467
귤현역,41332,1346,755,1346,755,0,70
귤현차량기지(센트레빌3단지),41443,2235,726,2235,726,0,98
귤현차량기지(센트레빌3단지),41444,911,2967,911,2967,0,129
귤현차량기지(안골공원),41618,1733,1770,1733,1770,0,116
귤현차량기지(안골공원),41619,85,543,85,543,0,20
귤현차량사업소,41670,87,213,87,213,0,10
귤현현대아이파크,41620,256,2070,256,2070,0,77
그린나래지하차도,35648,3,601,3,601,0,20
그린나래지하차도,35649,2214,1209,2214,1209,0,114
그린빌라,42222,1884,1295,1862,1295,22,105
그린빌라,42602,1147,2631,1145,2631,2,125
그린힐아파트.e편한세상아파트,40194,332,1519,327,1519,5,61
극동.금호아파트,39272,4909,6727,4884,6727,25,387
극동.금호아파트,39278,5303,5235,5297,5235,6,351
극지연구소,39918,1807,2365,1807,2365,0,139
극지연구소,39919,3331,2366,3331,2366,0,189
근대문화거리입구,35369,2057,3928,2057,3928,0,199
근대문화거리입구,35370,2934,2136,2932,2136,2,169
